Location,FIPS Code,Percent Change in Mortality Risk
Mercer County,34021,-53.80093479
Middlesex County,34023,-53.6720331
Monmouth County,34025,-57.00856726
Morris County,34027,-58.69573686
Ocean County,34029,-63.81155046
Passaic County,34031,-59.31403215
Salem County,34033,-53.28250913
Somerset County,34035,-59.70863557
Sussex County,34037,-49.65392353
Union County,34039,-57.92752382
Warren County,34041,-58.05263667
Bernalillo County,35001,-62.57918472
Catron County,35003,-51.84397407
Chaves County,35005,-60.16491656
Cibola County,35006,-55.08093019
Colfax County,35007,-53.81658477
Curry County,35009,-61.71094818
De Baca County,35011,-62.7392073
Dona Ana County,35013,-61.19020306
Eddy County,35015,-50.67404148
Grant County,35017,-55.73673331
Guadalupe County,35019,-57.36927185
Harding County,35021,-55.74813753
Hidalgo County,35023,-54.70105969
Lea County,35025,-55.45752552
Lincoln County,35027,-51.27804848
Los Alamos County,35028,-42.32516384
Luna County,35029,-60.383753
McKinley County,35031,-63.02431955
Mora County,35033,-58.08376158
Otero County,35035,-58.24876501
Quay County,35037,-53.89636584
Rio Arriba County,35039,-62.0641773
Roosevelt County,35041,-64.68244775
Sandoval County,35043,-59.96450443
San Juan County,35045,-57.2225409
San Miguel County,35047,-64.06313545
Santa Fe County,35049,-62.04607322
Sierra County,35051,-59.88797471
Socorro County,35053,-63.36714614
Taos County,35055,-59.63584416
Torrance County,35057,-59.64722445
Union County,35059,-62.32177906
Valencia County,35061,-69.46405755
Albany County,36001,-61.76211244
Allegany County,36003,-61.66031408
Bronx County,36005,-59.80708456
Broome County,36007,-56.15669728
Cattaraugus County,36009,-65.57321158
Cayuga County,36011,-60.21999655
Chautauqua County,36013,-70.61461143
Chemung County,36015,-68.58034451
Chenango County,36017,-64.30125916
Clinton County,36019,-68.21556328
Columbia County,36021,-64.42796783
Cortland County,36023,-66.36763059
Delaware County,36025,-58.60658201
Dutchess County,36027,-63.78001393
Erie County,36029,-55.34172457
Essex County,36031,-66.60173104
Franklin County,36033,-61.91998383
Fulton County,36035,-65.28541522
Genesee County,36037,-64.93818728
Greene County,36039,-56.88824416
Hamilton County,36041,-60.2140882
Herkimer County,36043,-51.16079718
Jefferson County,36045,-52.55840015
Kings County,36047,-50.61491855
Lewis County,36049,-50.83804607
Livingston County,36051,-52.35654146
Madison County,36053,-55.84525177
Monroe County,36055,-47.01420429
Montgomery County,36057,-55.33236447
Nassau County,36059,-55.50498412
New York County,36061,-57.92954213
Niagara County,36063,-55.87709317
Oneida County,36065,-49.28105459
Onondaga County,36067,-59.48071146
Ontario County,36069,-65.37689323
Orange County,36071,-54.23472773
Orleans County,36073,-52.90034505
Oswego County,36075,-55.60675119
Otsego County,36077,-55.34380501
Putnam County,36079,-50.29817785
Queens County,36081,-50.96674355
Rensselaer County,36083,-51.03983705
Richmond County,36085,-58.25083319
Rockland County,36087,-52.63525434
Saint Lawrence County,36089,-50.71429447
Saratoga County,36091,-62.88283735
Schenectady County,36093,-47.23117669
Schoharie County,36095,-49.49902539
Schuyler County,36097,-59.43430069
Seneca County,36099,-50.60597331
Steuben County,36101,-54.47113562
Suffolk County,36103,-52.55840015
Sullivan County,36105,-63.63442565
Tioga County,36107,-56.77169395
Tompkins County,36109,-68.24012784
Ulster County,36111,-59.74502233
Warren County,36113,-59.09056114
Washington County,36115,-62.30390426
Wayne County,36117,-58.36308833
Westchester County,36119,-58.34920905
Wyoming County,36121,-57.18411108
Yates County,36123,-60.421169
Alamance County,37001,-60.74328862
Alexander County,37003,-59.99350564
Alleghany County,37005,-61.90198779
Anson County,37007,-64.03746855
Ashe County,37009,-60.8954693
Avery County,37011,-65.77474464
Beaufort County,37013,-65.43660789
Bertie County,37015,-57.26497485
Bladen County,37017,-57.35940489
Brunswick County,37019,-59.35551915
Buncombe County,37021,-64.57709856
Burke County,37023,-61.07128674
Cabarrus County,37025,-63.61932419
Caldwell County,37027,-70.96388956
Camden County,37029,-63.10964595
Carteret County,37031,-62.6052194
Caswell County,37033,-62.75963822
Catawba County,37035,-60.64023675
Chatham County,37037,-57.6441087
Cherokee County,37039,-70.56802869
Chowan County,37041,-74.43312263
Clay County,37043,-58.22788453
Cleveland County,37045,-59.84133476
Columbus County,37047,-61.81491656
Craven County,37049,-59.69405853
Cumberland County,37051,-65.81684777
Currituck County,37053,-58.10054977
Dare County,37055,-58.89981291
Davidson County,37057,-60.893189
Davie County,37059,-69.2230358
Duplin County,37061,-69.79134044
Durham County,37063,-60.37357936
Edgecombe County,37065,-68.17165818
Forsyth County,37067,-71.23829112
Franklin County,37069,-60.42821776
Gaston County,37071,-67.31805997
Gates County,37073,-60.63329037
Graham County,37075,-64.97354374
Granville County,37077,-57.42260219
Greene County,37079,-56.99464207
Guilford County,37081,-57.49772463
Halifax County,37083,-65.98655357
Harnett County,37085,-61.60988229
Haywood County,37087,-61.41195718
Henderson County,37089,-63.06394744
Hertford County,37091,-65.56575854
Hoke County,37093,-63.74719365
Hyde County,37095,-61.91934331
Iredell County,37097,-60.88157549
Jackson County,37099,-68.66357397
Johnston County,37101,-58.64561986
Jones County,37103,-58.14193606
Lee County,37105,-55.7790968
Lenoir County,37107,-53.49288858
Lincoln County,37109,-53.03077429
McDowell County,37111,-52.60446904
Macon County,37113,-51.05634964
Madison County,37115,-53.08620911
Martin County,37117,-58.84533226
Mecklenburg County,37119,-59.5261989
Mitchell County,37121,-53.70002682
Montgomery County,37123,-60.81609188
Moore County,37125,-58.91625492
Nash County,37127,-48.85560731
New Hanover County,37129,-58.00800128
Northampton County,37131,-46.34915334
Onslow County,37133,-65.35333274
Orange County,37135,-57.20003933
Pamlico County,37137,-52.53839462
Pasquotank County,37139,-51.2132807
Pender County,37141,-67.24348264
Perquimans County,37143,-43.81832084
Person County,37145,-59.51112789
Pitt County,37147,-50.08470307
Polk County,37149,-46.21115188
Randolph County,37151,-51.01025007
Richmond County,37153,-56.94278186
Robeson County,37155,-56.53349496
Rockingham County,37157,-60.54993607
Rowan County,37159,-59.89613381
Rutherford County,37161,-47.92556528
Sampson County,37163,-56.4934783
Scotland County,37165,-62.56341839
Stanly County,37167,-64.89365516
Stokes County,37169,-56.7076971
Surry County,37171,-58.61664227
Swain County,37173,-60.8994706
Transylvania County,37175,-50.45756014
Tyrrell County,37177,-61.42274793
Union County,37179,-44.51368906
Vance County,37181,-63.21346717
Wake County,37183,-58.18959856
Warren County,37185,-59.66498406
Washington County,37187,-55.37378541
Watauga County,37189,-57.84351077
Wayne County,37191,-53.18320223
Wilkes County,37193,-54.98490005
Wilson County,37195,-56.99792722
Yadkin County,37197,-55.72287873
Yancey County,37199,-60.29801685
Adams County,38001,-53.03270075
Barnes County,38003,-53.33544145
Benson County,38005,-63.28666438
Billings County,38007,-55.85778145
Bottineau County,38009,-60.05183787
Bowman County,38011,-56.00261883
Burke County,38013,-52.61445208
Burleigh County,38015,-48.33493576
Cass County,38017,-49.93943441
Cavalier County,38019,-52.69555524
Dickey County,38021,-53.12738494
Divide County,38023,-64.32725156
Dunn County,38025,-49.56771726
Eddy County,38027,-58.03362185
Emmons County,38029,-63.55400409
Foster County,38031,-58.83861443
Golden Valley County,38033,-64.26964915
Grand Forks County,38035,-59.68891302
Grant County,38037,-57.18820382
Griggs County,38039,-64.20335019
Hettinger County,38041,-59.36946793
Kidder County,38043,-55.86599759
LaMoure County,38045,-61.45372797
Logan County,38047,-57.64246643
McHenry County,38049,-54.56495386
McIntosh County,38051,-62.22968274
McKenzie County,38053,-56.78128374
McLean County,38055,-48.95747506
Mercer County,38057,-50.4151354
Morton County,38059,-52.19720122
Mountrail County,38061,-51.04939909
Nelson County,38063,-47.09652315
Oliver County,38065,-46.70255026
Pembina County,38067,-55.90106627
Pierce County,38069,-56.2913489
Ramsey County,38071,-51.57032707
Ransom County,38073,-52.24135708
Renville County,38075,-49.76743004
Richland County,38077,-47.15813848
Rolette County,38079,-57.99795532
Sargent County,38081,-58.74909867
Sheridan County,38083,-61.219684
Sioux County,38085,-57.70586583
Slope County,38087,-67.59163652
Stark County,38089,-61.92778156
Steele County,38091,-59.15880412
Stutsman County,38093,-57.19991819
Towner County,38095,-60.30325157
Traill County,38097,-53.29220596
Walsh County,38099,-61.55454721
Ward County,38101,-50.13401699
Wells County,38103,-46.13253363
Williams County,38105,-56.92552244
Adams County,39001,-57.052738
Allen County,39003,-37.98840896
Ashland County,39005,-60.11474861
Ashtabula County,39007,-55.15535627
Athens County,39009,-53.89240664
Auglaize County,39011,-53.37173341
Belmont County,39013,-59.81494469
Brown County,39015,-59.84773883
Butler County,39017,-63.2459963
Carroll County,39019,-58.35940625
Champaign County,39021,-56.92063526
Clark County,39023,-56.61839281
Clermont County,39025,-48.52087451
Clinton County,39027,-57.04256999
Columbiana County,39029,-55.57126869
Coshocton County,39031,-56.62538355
Crawford County,39033,-55.97558766
Cuyahoga County,39035,-56.3217551
Darke County,39037,-56.49723884
Defiance County,39039,-58.69480912
Delaware County,39041,-58.97191573
Erie County,39043,-60.68944737
Fairfield County,39045,-55.21201433
Fayette County,39047,-59.023902
Franklin County,39049,-58.5653078
Fulton County,39051,-50.71764764
Gallia County,39053,-55.53297604
Geauga County,39055,-54.4112369
Greene County,39057,-55.80288886
Guernsey County,39059,-52.80383648
Hamilton County,39061,-49.0680497
Hancock County,39063,-59.93987652
Hardin County,39065,-63.28394419
Harrison County,39067,-51.21422472
Henry County,39069,-52.5221676
Highland County,39071,-56.6560559
Hocking County,39073,-51.48814173
Holmes County,39075,-61.25327741
Huron County,39077,-41.45226751
Jackson County,39079,-63.30157123
Jefferson County,39081,-60.30235987
Knox County,39083,-47.26023336
Lake County,39085,-61.15364998
Lawrence County,39087,-57.27350942
Licking County,39089,-62.95364295
Logan County,39091,-54.9657042
Lorain County,39093,-52.92233341
Lucas County,39095,-59.46071834
Madison County,39097,-56.96693887
Mahoning County,39099,-53.84534734
Marion County,39101,-54.48725974
Medina County,39103,-49.91460372
Meigs County,39105,-49.24311135
Mercer County,39107,-54.12763456
Miami County,39109,-54.85573807
Monroe County,39111,-51.29501875
Montgomery County,39113,-53.73908075
Morgan County,39115,-56.29050231
Morrow County,39117,-56.45344469
Muskingum County,39119,-48.79115454
Noble County,39121,-56.83022472
Ottawa County,39123,-53.20744827
Paulding County,39125,-52.72968862
Perry County,39127,-54.14226062
Pickaway County,39129,-58.96245002
Pike County,39131,-52.38544803
Portage County,39133,-58.70657308
Preble County,39135,-54.55899516
Putnam County,39137,-53.3648531
Richland County,39139,-60.6398727
Ross County,39141,-55.80603822
Sandusky County,39143,-56.0857183
Scioto County,39145,-67.42505749
Seneca County,39147,-55.93569163
Shelby County,39149,-56.89892695
Stark County,39151,-47.95610621
Summit County,39153,-58.43311537
Trumbull County,39155,-54.41184815
Tuscarawas County,39157,-48.32004443
Union County,39159,-64.77518941
Van Wert County,39161,-60.77898531
Vinton County,39163,-54.70611649
Warren County,39165,-57.35829438
Washington County,39167,-56.92508461
Wayne County,39169,-51.17707
Williams County,39171,-51.65778259
Wood County,39173,-57.62170322
Wyandot County,39175,-48.55597532
Adair County,40001,-52.11405189
Alfalfa County,40003,-54.46485035
Atoka County,40005,-54.59658526
Beaver County,40007,-48.45764781
Beckham County,40009,-51.35337187
Blaine County,40011,-56.98284184
Bryan County,40013,-60.09301963
Caddo County,40015,-51.76444949
Canadian County,40017,-57.65126143
Carter County,40019,-53.60809428
Cherokee County,40021,-58.05319465
Choctaw County,40023,-57.31375076
Cimarron County,40025,-58.84353634
Cleveland County,40027,-56.61909631
Coal County,40029,-54.62935449
Comanche County,40031,-61.13960078
Cotton County,40033,-51.17012276
Craig County,40035,-57.2282159
Creek County,40037,-58.59938275
Custer County,40039,-50.07464047
Delaware County,40041,-54.58746408
Dewey County,40043,-55.60782565
Ellis County,40045,-55.23999373
Garfield County,40047,-55.70078382
Garvin County,40049,-64.38025524
Grady County,40051,-61.11106746
Grant County,40053,-56.93758924
Greer County,40055,-54.28946621
Harmon County,40057,-56.41439673
Harper County,40059,-46.24498213
Haskell County,40061,-56.8915485
Hughes County,40063,-49.12237593
Jackson County,40065,-57.50720043
Jefferson County,40067,-56.07044116
Johnston County,40069,-48.56696446
Kay County,40071,-54.11227302
Kingfisher County,40073,-50.05004039
Kiowa County,40075,-52.48809752
Latimer County,40077,-55.1260498
Le Flore County,40079,-58.35739932
Lincoln County,40081,-57.50544911
Logan County,40083,-54.46942257
Love County,40085,-60.68493741
McClain County,40087,-59.77744948
McCurtain County,40089,-54.34397156
McIntosh County,40091,-47.76748899
Major County,40093,-61.14267041
Marshall County,40095,-53.47004064
Mayes County,40097,-55.66438781
Murray County,40099,-54.54028793
Muskogee County,40101,-58.41990956
Noble County,40103,-56.67386991
Nowata County,40105,-48.18411274
Okfuskee County,40107,-51.71344889
Oklahoma County,40109,-49.50909387
Okmulgee County,40111,-52.9968762
Osage County,40113,-38.65876323
Ottawa County,40115,-48.98977693
Pawnee County,40117,-48.67848851
Payne County,40119,-40.39956137
Pittsburg County,40121,-50.13699655
Pontotoc County,40123,-38.09790151
Pottawatomie County,40125,-42.9963869
Pushmataha County,40127,-43.27287219
Roger Mills County,40129,-53.51279978
Rogers County,40131,-52.22934899
Seminole County,40133,-44.91948076
Sequoyah County,40135,-47.62096719
Stephens County,40137,-43.89682805
Texas County,40139,-47.75520061
Tillman County,40141,-42.58365627
Tulsa County,40143,-44.22149584
Wagoner County,40145,-49.29165672
Washington County,40147,-39.19432292
Washita County,40149,-48.95783449
Woods County,40151,-48.47651215
Woodward County,40153,-38.94593682
Baker County,41001,-42.59522242
Benton County,41003,-45.81617944
Clackamas County,41005,-44.07230586
Clatsop County,41007,-42.9751708
Columbia County,41009,-46.69024981
Coos County,41011,-49.12487939
Crook County,41013,-41.8427601
Curry County,41015,-43.86561036
Deschutes County,41017,-37.54074578
Douglas County,41019,-44.68113992
Gilliam County,41021,-44.46122448
Grant County,41023,-45.55585661
Harney County,41025,-33.73043681
Hood River County,41027,-49.15765203
Jackson County,41029,-44.50572093
Jefferson County,41031,-42.12286725
Josephine County,41033,-56.36685937
Klamath County,41035,-45.5426319
Lake County,41037,-45.28677997
Lane County,41039,-47.28043398
Lincoln County,41041,-44.63368722
Linn County,41043,-45.40056443
Malheur County,41045,-50.48399722
Marion County,41047,-47.29512859
Morrow County,41049,-38.69655854
Multnomah County,41051,-43.87680842
Polk County,41053,-50.05499138
Sherman County,41055,-48.647382
Tillamook County,41057,-37.78896266
Umatilla County,41059,-50.78653774
Union County,41061,-47.42321234
Wallowa County,41063,-48.80652947
Wasco County,41065,-44.64470387
Washington County,41067,-41.13198915
Wheeler County,41069,-51.05215915
Yamhill County,41071,-40.94621742
Adams County,42001,-42.19588297
Allegheny County,42003,-44.40668579
Armstrong County,42005,-44.10612932
Beaver County,42007,-48.19926103
Bedford County,42009,-49.43879872
Berks County,42011,-41.30264353
Blair County,42013,-44.19213394
Bradford County,42015,-40.65055059
Bucks County,42017,-53.14184658
Butler County,42019,-44.27141143
Cambria County,42021,-51.97116391
Cameron County,42023,-45.96647747
